"date","tz","Hospital_PK","Level","PDR","PBR","total","A01","A02","A03","A04","A05","A06","A07","A08","A09","A10","A11","A12","A13","A14","A15","A16","A17","C01","C02","C03","C04","C05","C06","B01","B02","B03","B04","B05","B06","Light"
2013-06-25,"[16,20)",40,2,9,0.6,9,5,2,2,0,0,0,0,1,7,1,0,2,3,2,0,0,0,1,0,1,2,0,15,0,0,1,0,2,0,1
2013-06-25,"[20,24)",1,1,12.4285714285714,0.697478991596639,85,72,6,5,1,2,1,7,24,52,2,0,12,9,0,54,11961,0,0,0,1,3,8,74,3,0,1,0,4,0,3
2013-06-25,"[20,24)",6,1,8.5,0.80952380952381,1,14,3,0,0,0,0,0,0,0,0,1,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013-06-25,"[20,24)",22,1,14.3333333333333,0.796296296296296,86,75,7,4,0,0,0,4,14,54,13,1,11,12,2,37,6012,1,1,0,0,1,5,83,0,2,0,6,0,0,3
2013-06-25,"[20,24)",35,1,34.2,0.838235294117647,171,146,19,6,0,0,0,6,47,115,3,0,11,21,8,124,3212,3,0,0,19,13,0,178,0,5,1,5,7,1,3
2013-06-25,"[20,24)",11,2,7.25,0.823529411764706,25,24,4,0,1,0,0,0,2,17,6,0,6,2,2,14,82,0,0,0,0,0,0,55,0,0,4,0,0,0,1
2013-06-25,"[20,24)",13,2,5,0.2,10,7,0,1,1,1,0,0,2,8,0,0,5,4,0,0,-1,0,0,1,0,0,2,32,0,0,2,0,0,0,1
2013-06-25,"[20,24)",14,2,5.75,0.733333333333333,23,17,3,2,1,0,0,2,2,18,1,0,11,15,3,9,2808,1,0,0,0,0,2,22,0,0,0,1,0,0,1
2013-06-25,"[20,24)",16,2,7.5,0.325,14,8,1,4,0,0,2,0,0,14,0,0,14,13,1,2,176,0,0,0,0,0,7,29,0,0,1,2,4,0,1
2013-06-25,"[20,24)",17,2,4,0.15,6,2,1,0,1,0,0,0,0,4,1,1,4,1,0,1,20,0,0,0,0,1,0,32,0,0,14,0,0,0,1
2013-06-25,"[20,24)",40,2,9,0.6,9,5,1,3,0,0,0,0,1,6,2,0,3,1,0,0,0,0,0,0,1,3,0,16,0,0,0,0,2,0,1
2013-06-26,"[0,4)",1,1,11.7142857142857,0.680672268907563,82,70,3,8,1,0,0,8,22,51,1,0,5,2,0,61,12351,0,0,0,0,0,0,97,3,1,0,0,4,0,1
2013-06-26,"[0,4)",6,1,1.5,0.142857142857143,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013-06-26,"[0,4)",22,1,13.8333333333333,0.768518518518518,83,73,5,5,0,0,0,5,16,49,12,1,6,14,2,38,6162,0,0,0,0,0,0,0,0,2,0,6,0,1,3
2013-06-26,"[0,4)",35,1,40.25,0.78921568627451,161,140,13,8,0,0,0,7,54,96,4,0,8,4,1,130,3212,2,1,0,187,0,0,0,0,3,0,4,7,0,3
2013-06-26,"[0,4)",11,2,10.6666666666667,0.911764705882353,31,30,1,0,1,0,0,1,2,21,7,0,6,1,0,17,352,0,0,0,40,0,1,40,0,0,3,0,0,0,3
2013-06-26,"[0,4)",13,2,5.5,0.25,11,8,0,2,0,1,0,0,3,8,0,0,6,3,0,1,143,0,0,0,0,0,0,24,0,0,2,0,0,0,1
2013-06-26,"[0,4)",14,2,5.5,0.7,22,19,0,2,1,0,0,2,2,13,5,0,4,3,0,11,3048,1,0,0,0,0,0,19,0,0,0,1,0,0,1
2013-06-26,"[0,4)",16,2,4,0.175,8,4,0,3,0,0,1,0,0,7,1,0,4,7,0,3,1555,0,0,0,26,0,0,26,0,0,1,2,4,0,1
2013-06-26,"[0,4)",17,2,1,0.05,4,1,0,0,0,0,0,0,2,0,2,0,8,6,1,1,27,0,0,0,0,0,0,0,0,0,12,0,0,0,1
2013-06-26,"[0,4)",40,2,6,0.4,6,3,2,1,0,0,0,0,1,4,1,0,4,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,1
2013-06-26,"[4,8)",1,1,12,0.697478991596639,84,68,3,12,1,0,0,8,25,49,2,0,3,4,0,60,12591,0,0,0,0,0,2,97,3,1,1,1,4,0,3
2013-06-26,"[4,8)",6,1,1.5,0.142857142857143,0,2,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013-06-26,"[4,8)",22,1,13.1666666666667,0.731481481481482,79,69,6,4,0,0,0,5,18,48,8,0,4,3,0,41,6432,0,0,0,0,0,1,0,0,2,1,6,0,1,3
2013-06-26,"[4,8)",35,1,41,0.803921568627451,164,144,11,9,0,0,0,6,55,98,5,0,7,3,0,132,3212,2,3,0,187,0,0,0,0,3,0,4,7,0,3
2013-06-26,"[4,8)",11,2,10.6666666666667,0.911764705882353,31,29,1,1,1,0,0,1,2,20,8,0,3,0,0,20,562,0,0,0,40,0,1,40,0,0,3,0,0,0,3
2013-06-26,"[4,8)",13,2,6,0.3,12,10,2,0,0,0,0,1,5,5,1,0,0,3,0,2,443,0,0,0,0,0,0,24,0,0,2,0,0,0,1
2013-06-26,"[4,8)",14,2,4.75,0.633333333333333,19,17,0,2,0,0,0,2,2,13,2,0,3,5,0,14,3138,1,0,0,0,0,0,19,0,0,0,1,0,0,1
2013-06-26,"[4,8)",16,2,4.5,0.2,8,5,0,3,0,0,1,0,0,7,1,0,3,2,0,3,1736,0,0,0,26,0,0,26,0,0,1,2,4,0,1
2013-06-26,"[4,8)",17,2,1,0.05,2,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1
2013-06-26,"[4,8)",40,2,6,0.333333333333333,6,2,2,1,0,0,1,0,0,5,1,0,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,1
2013-06-26,"[8,12)",1,1,14.2857142857143,0.823529411764706,100,81,5,12,2,0,0,6,29,62,3,0,10,7,3,58,12771,0,0,1,21,0,5,96,3,0,1,1,4,0,3
2013-06-26,"[8,12)",6,1,3.5,0.333333333333333,0,6,1,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013-06-26,"[8,12)",22,1,13.6666666666667,0.759259259259259,82,75,5,2,0,0,0,5,18,51,8,0,5,5,2,43,6642,1,0,1,27,0,2,28,0,2,1,5,0,1,3
2013-06-26,"[8,12)",35,1,45.5,0.887254901960784,181,165,12,4,1,0,0,4,63,108,6,0,10,18,6,131,3212,1,4,0,120,1,0,58,0,2,1,2,7,0,2
2013-06-26,"[8,12)",11,2,10,0.852941176470588,25,25,4,0,1,0,0,0,2,19,4,0,3,0,5,15,772,0,0,0,36,0,1,46,0,0,3,0,0,0,3
2013-06-26,"[8,12)",13,2,7.5,0.35,14,10,3,1,1,0,0,2,2,10,0,0,1,6,1,4,136,1,0,0,5,0,0,24,0,0,3,0,0,0,1
2013-06-26,"[8,12)",14,2,8.5,1.06666666666667,34,22,5,5,2,0,0,3,5,21,5,0,11,3,0,17,3438,1,0,0,4,0,3,19,0,0,0,1,0,0,4
2013-06-26,"[8,12)",16,2,6,0.225,11,6,0,3,1,1,1,0,0,10,1,0,10,7,1,4,779,0,0,0,10,0,0,26,0,0,2,1,4,0,1
2013-06-26,"[8,12)",17,2,4,0.15,7,3,0,0,1,0,0,0,0,4,1,2,6,2,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,1
2013-06-26,"[8,12)",40,2,5,0.333333333333333,5,3,2,0,0,0,0,0,0,5,0,0,1,3,1,0,0,0,0,0,9,0,0,9,0,0,1,0,3,0,1
2013-06-26,"[12,16)",1,1,13.625,0.907563025210084,109,87,9,12,1,0,0,10,28,67,4,0,8,6,1,68,12921,1,1,3,17,2,7,96,4,1,2,1,5,0,2
2013-06-26,"[12,16)",6,1,9.5,0.904761904761905,1,12,7,0,0,0,0,0,1,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2013-06-26,"[12,16)",22,1,13.5,0.75,81,72,6,3,0,0,0,7,17,51,6,0,12,7,4,30,6912,2,0,1,21,0,4,56,0,2,2,4,0,1,3
2013-06-26,"[12,16)",35,1,22.5,0.882352941176471,180,161,15,4,0,0,0,6,53,115,6,0,14,17,6,125,8049,4,3,0,85,2,1,96,0,2,5,3,5,0,2
2013-06-26,"[12,16)",11,2,7.25,0.823529411764706,23,21,7,0,0,1,0,0,2,18,2,1,4,1,0,14,982,0,0,0,19,0,1,47,0,0,6,0,0,0,1
2013-06-26,"[12,16)",13,2,6,0.3,12,10,2,0,0,0,0,1,2,8,1,0,1,4,1,3,205,1,0,0,4,0,0,24,0,0,3,0,0,0,1
2013-06-26,"[12,16)",14,2,7.6,1.16666666666667,38,22,8,5,0,1,2,3,6,28,1,0,10,16,4,12,3708,1,0,3,2,0,6,18,0,0,0,3,0,0,4
2013-06-26,"[12,16)",16,2,6.5,0.2,12,5,0,3,4,0,1,0,0,11,1,0,10,5,0,2,836,0,0,0,10,0,0,26,0,0,3,1,4,0,1
2013-06-26,"[12,16)",17,2,3,0.1,4,2,0,0,1,0,0,0,0,2,1,1,1,2,1,1,61,0,0,0,4,0,0,22,0,0,16,0,0,0,1
2013-06-26,"[12,16)",40,2,7,0.466666666666667,7,4,3,0,0,0,0,0,1,6,0,0,1,4,2,0,0,0,0,0,0,2,0,21,0,0,2,0,3,0,1
2013-06-26,"[16,20)",1,1,10.25,0.680672268907563,82,67,8,6,1,0,0,8,19,53,2,0,9,6,1,47,13251,4,1,1,8,3,11,95,3,0,2,2,5,0,1
2013-06-26,"[16,20)",6,1,5.5,0.523809523809524,0,10,1,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013-06-26,"[16,20)",22,1,12,0.666666666666667,72,60,6,6,0,0,0,4,17,45,6,0,9,12,4,25,7152,1,1,1,10,1,5,82,0,1,0,3,0,1,3
2013-06-26,"[16,20)",35,1,33.4,0.808823529411765,165,142,12,11,2,0,0,9,35,117,4,0,11,12,6,114,8049,3,0,0,19,9,4,174,0,4,1,3,7,0,3
2013-06-26,"[16,20)",11,2,5.25,0.617647058823529,20,16,5,0,0,0,0,0,2,13,3,2,3,1,1,14,1132,0,0,0,5,0,1,48,0,0,6,0,0,0,1
2013-06-26,"[16,20)",13,2,7.5,0.375,15,13,1,1,0,0,0,2,1,12,0,0,3,4,2,4,379,2,0,0,0,0,1,21,0,0,2,0,0,0,1
2013-06-26,"[16,20)",14,2,5.8,0.933333333333333,29,14,13,1,1,0,0,3,5,18,3,0,9,14,3,7,2405,1,0,1,2,0,6,17,0,0,0,2,0,0,3
2013-06-26,"[16,20)",16,2,4.5,0.2,9,4,2,2,0,0,1,0,0,8,1,0,11,8,3,4,465,0,0,2,0,0,3,26,0,0,3,5,5,0,1
2013-06-26,"[16,20)",17,2,3,0.15,3,3,0,0,0,0,0,0,0,3,0,0,5,3,1,0,0,0,0,0,0,1,0,34,0,0,15,0,0,0,1
2013-06-26,"[16,20)",40,2,4,0.266666666666667,4,2,2,0,0,0,0,0,1,3,0,0,1,7,0,0,0,0,0,0,0,2,0,21,0,0,1,0,3,0,1
2013-06-26,"[20,24)",1,1,12.1428571428571,0.672268907563025,83,63,10,7,3,0,2,10,15,55,3,0,14,11,1,50,13491,1,0,1,1,3,13,95,3,0,0,0,5,0,3
2013-06-26,"[20,24)",6,1,7.5,0.714285714285714,0,13,2,0,0,0,0,0,0,0,0,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013-06-26,"[20,24)",22,1,11.8333333333333,0.657407407407407,71,66,2,3,0,0,0,2,14,52,3,0,7,6,1,25,7332,0,0,1,0,1,5,82,0,1,2,1,0,1,1
2013-06-26,"[20,24)",35,1,34,0.82843137254902,169,139,19,11,0,0,1,5,47,113,4,0,16,22,7,115,8049,2,0,0,18,9,4,174,0,3,1,0,6,0,3
2013-06-26,"[20,24)",11,2,7,0.794117647058823,23,26,1,0,0,1,0,1,2,16,4,0,7,0,1,13,1402,0,0,0,1,0,1,48,0,0,5,0,0,0,1
2013-06-26,"[20,24)",13,2,7,0.35,14,11,2,1,0,0,0,2,1,11,0,0,3,5,3,3,409,2,0,0,0,0,1,21,0,0,2,0,0,0,1
2013-06-26,"[20,24)",14,2,7,0.833333333333333,27,20,4,1,2,1,0,1,3,17,6,0,8,10,4,7,674,0,0,0,0,0,7,17,0,0,0,2,0,0,1
2013-06-26,"[20,24)",16,2,5,0.275,13,4,3,4,3,0,1,0,0,11,2,0,12,8,3,6,616,0,0,2,0,0,4,26,0,0,3,5,4,0,1
2013-06-26,"[20,24)",17,2,2,0.1,2,2,0,0,0,0,0,0,0,1,1,0,4,3,1,0,0,0,0,0,0,1,0,34,0,0,15,0,0,0,1
2013-06-26,"[20,24)",40,2,7,0.466666666666667,7,5,1,1,0,0,0,1,1,5,0,0,6,9,0,0,0,0,0,0,0,2,0,21,0,0,1,0,3,0,1
2013-06-27,"[0,4)",1,1,11.1428571428571,0.647058823529412,78,63,5,9,0,0,1,10,17,50,0,1,9,3,0,53,13791,2,0,0,0,0,0,99,3,0,0,0,5,0,1
2013-06-27,"[0,4)",6,1,1.5,0.142857142857143,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013-06-27,"[0,4)",22,1,12.1666666666667,0.666666666666667,73,66,4,2,1,0,0,1,14,54,4,0,9,10,1,29,7602,0,0,0,0,0,0,0,0,1,0,3,0,1,3
2013-06-27,"[0,4)",35,1,41.5,0.813725490196078,166,141,17,8,0,0,0,6,40,117,3,0,7,14,2,122,8049,2,3,0,186,0,0,0,0,2,1,0,6,0,3
2013-06-27,"[0,4)",11,2,9.66666666666667,0.823529411764706,26,25,3,0,1,0,0,1,1,20,4,0,6,0,0,10,1792,0,0,0,39,0,0,39,0,0,3,0,0,0,1
2013-06-27,"[0,4)",13,2,5.5,0.25,11,7,1,2,1,0,0,1,2,8,0,0,3,4,0,2,436,1,0,0,0,0,0,34,0,0,0,0,0,0,1
2013-06-27,"[0,4)",14,2,5.25,0.7,21,19,2,0,0,0,0,1,2,13,4,1,3,6,0,11,944,0,0,0,0,0,2,37,0,0,0,1,0,0,1
2013-06-27,"[0,4)",16,2,6,0.25,12,2,1,7,1,0,1,0,0,12,0,0,6,6,1,11,1454,0,0,0,27,0,0,27,0,0,2,4,4,0,1
2013-06-27,"[0,4)",17,2,1,0.05,3,1,0,0,0,0,0,0,0,3,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1
2013-06-27,"[0,4)",40,2,4,0.2,4,2,0,1,0,0,1,0,1,3,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1
2013-06-27,"[4,8)",1,1,11.4285714285714,0.663865546218487,79,66,7,6,0,0,1,12,17,48,1,1,3,3,0,55,13971,2,0,0,0,0,0,99,3,0,0,0,5,0,1
2013-06-27,"[4,8)",6,1,2.5,0.238095238095238,0,4,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013-06-27,"[4,8)",22,1,11.8333333333333,0.657407407407407,71,65,3,3,0,0,0,1,13,53,4,0,3,3,0,28,7752,0,0,0,0,0,0,0,0,1,0,3,0,1,1
2013-06-27,"[4,8)",35,1,40,0.784313725490196,160,138,16,6,0,0,0,5,38,114,3,0,4,9,2,122,8049,2,1,0,188,2,0,0,0,2,0,0,6,0,3
2013-06-27,"[4,8)",11,2,9.66666666666667,0.852941176470588,26,26,3,0,0,0,0,1,1,19,5,0,3,0,0,10,1822,0,0,0,39,0,0,39,0,0,3,0,0,0,3
2013-06-27,"[4,8)",13,2,6,0.3,12,11,1,0,0,0,0,1,2,9,0,0,4,2,0,2,615,1,0,0,0,0,0,34,0,0,0,0,0,0,1
2013-06-27,"[4,8)",14,2,5.5,0.7,21,18,2,1,0,1,0,1,3,11,5,1,6,2,0,11,1184,0,0,1,0,0,2,37,0,0,0,1,0,0,1
2013-06-27,"[4,8)",16,2,6,0.275,12,2,0,9,0,0,1,0,0,12,0,0,7,5,0,10,1510,0,0,0,27,0,0,27,0,0,2,4,4,0,1
2013-06-27,"[4,8)",17,2,2,0.1,2,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1
2013-06-27,"[4,8)",40,2,6,0.4,6,4,1,1,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1
2013-06-27,"[8,12)",1,1,12.7142857142857,0.747899159663866,89,73,9,7,0,0,0,11,17,60,1,0,8,1,0,59,14151,2,0,2,21,0,3,98,3,0,1,0,5,0,3
2013-06-27,"[8,12)",6,1,6,0.571428571428571,0,11,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013-06-27,"[8,12)",22,1,14.1666666666667,0.768518518518518,85,74,4,5,1,1,0,1,20,58,5,1,14,13,2,31,8142,0,0,0,30,0,0,35,0,1,0,2,0,1,3
2013-06-27,"[8,12)",35,1,43.75,0.857843137254902,175,145,23,7,0,0,0,5,41,124,5,0,14,5,0,123,8049,1,8,0,139,2,0,36,0,2,0,0,6,0,2
2013-06-27,"[8,12)",11,2,10,0.852941176470588,29,24,5,0,1,0,0,1,1,21,6,0,5,0,3,13,2122,0,0,0,41,0,0,41,0,0,2,0,0,0,3
2013-06-27,"[8,12)",13,2,6.5,0.325,13,7,5,1,0,0,0,1,1,11,0,0,0,3,0,5,946,1,0,0,6,0,1,34,0,0,0,0,0,0,1
2013-06-27,"[8,12)",14,2,5.8,0.933333333333333,29,20,6,2,0,1,0,1,2,22,4,0,7,8,2,12,1424,0,0,1,1,0,2,37,0,0,0,1,0,0,3
2013-06-27,"[8,12)",16,2,10.5,0.5,21,9,3,8,0,0,1,0,0,21,0,0,11,4,0,11,1336,0,0,0,23,1,1,27,0,0,2,4,4,0,1
2013-06-27,"[8,12)",17,2,1,0.05,4,1,0,0,0,0,0,0,1,3,0,0,2,3,0,3,115,0,0,0,4,0,0,4,0,0,13,0,0,0,1
2013-06-27,"[8,12)",40,2,11,0.733333333333333,11,10,1,0,0,0,0,0,1,10,0,0,1,3,0,0,0,0,0,0,4,0,0,6,0,0,1,0,3,0,1
2013-06-27,"[12,16)",1,1,11.5,0.756302521008403,91,77,6,7,2,0,0,11,19,60,1,0,6,7,0,68,14331,3,0,3,19,0,5,98,3,2,1,1,7,0,1
2013-06-27,"[12,16)",6,1,8,0.761904761904762,0,14,2,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013-06-27,"[12,16)",22,1,17,0.925925925925926,102,88,5,7,1,1,0,1,26,70,5,0,17,7,1,34,8232,0,0,0,25,0,0,44,0,1,0,2,0,1,2
2013-06-27,"[12,16)",35,1,22.125,0.857843137254902,175,146,19,10,2,0,0,8,38,128,1,0,11,20,8,119,8049,4,10,0,60,3,1,120,0,3,3,1,8,2,2
2013-06-27,"[12,16)",11,2,6.75,0.705882352941177,21,17,7,0,0,3,0,2,0,16,3,0,5,0,4,7,2392,0,0,1,24,0,1,48,0,0,5,0,0,0,1
2013-06-27,"[12,16)",13,2,7,0.35,14,9,4,1,0,0,0,2,5,7,0,0,1,1,1,3,1186,1,0,0,5,0,1,34,0,0,1,0,0,0,1
2013-06-27,"[12,16)",14,2,3.8,0.633333333333333,19,11,8,0,0,0,0,1,3,11,4,0,8,15,7,5,1044,0,0,0,5,0,3,36,0,0,0,3,0,0,1
2013-06-27,"[12,16)",16,2,9,0.4,18,10,0,6,1,0,1,0,0,16,2,0,6,6,4,12,1727,0,0,0,1,1,2,26,0,0,3,8,6,0,1
2013-06-27,"[12,16)",17,2,3,0.15,3,3,0,0,0,0,0,0,1,2,0,0,3,1,0,0,0,0,0,0,5,2,0,17,0,0,18,0,0,0,1
2013-06-27,"[12,16)",40,2,4,0.266666666666667,4,4,0,0,0,0,0,0,0,4,0,0,3,2,0,0,0,0,0,0,5,0,0,15,0,0,3,0,3,0,1
2013-06-27,"[16,20)",1,1,9.125,0.605042016806723,74,70,1,1,0,0,1,7,20,44,3,0,12,9,3,49,14661,2,0,1,16,0,9,97,4,0,1,1,6,0,1
2013-06-27,"[16,20)",6,1,10,0.952380952380952,0,17,2,1,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2013-06-27,"[16,20)",22,1,12.6666666666667,0.666666666666667,76,66,4,2,4,0,0,0,14,53,9,0,9,10,2,31,8682,0,0,0,4,0,6,94,0,2,1,1,1,2,3
2013-06-27,"[16,20)",35,1,33.4,0.818627450980392,167,140,22,5,0,0,0,6,34,126,1,0,13,19,7,114,8049,3,5,0,29,8,1,157,0,4,3,1,8,1,3
2013-06-27,"[16,20)",11,2,5.75,0.617647058823529,20,17,4,0,1,1,0,3,2,12,3,0,6,0,5,6,2602,0,0,0,7,0,1,46,0,0,6,0,0,0,1
2013-06-27,"[16,20)",13,2,6.5,0.325,13,8,4,1,0,0,0,2,0,11,0,0,3,4,1,5,1396,1,0,2,3,0,4,35,0,0,1,0,0,0,1
2013-06-27,"[16,20)",14,2,4.4,0.7,22,10,9,2,0,1,0,0,2,15,5,0,8,7,0,4,958,0,0,0,0,0,4,38,0,0,0,3,0,0,1
2013-06-27,"[16,20)",16,2,4.66666666666667,0.325,13,7,2,4,0,0,1,0,0,11,2,0,9,8,3,10,1162,0,0,1,0,1,4,25,0,0,5,7,6,0,1
2013-06-27,"[16,20)",17,2,1,0.05,5,1,0,0,0,0,0,0,1,3,1,0,1,0,1,2,23,0,0,0,4,2,0,23,0,0,17,0,0,0,1
2013-06-27,"[16,20)",40,2,6,0.333333333333333,6,5,0,0,1,0,0,0,0,5,1,0,3,0,0,0,0,0,0,0,0,0,0,19,0,0,3,0,3,0,1
2013-06-27,"[20,24)",1,1,10.4285714285714,0.588235294117647,73,65,2,3,0,1,2,5,17,47,4,0,11,10,3,49,14318,1,1,0,2,1,8,96,4,0,0,1,6,0,1
2013-06-27,"[20,24)",6,1,8,0.761904761904762,0,14,2,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013-06-27,"[20,24)",22,1,14.1666666666667,0.75,85,74,5,2,4,0,0,0,15,59,10,1,13,4,1,30,8742,0,0,1,3,0,7,94,0,2,1,1,0,2,3
2013-06-27,"[20,24)",35,1,32.2,0.784313725490196,160,127,25,8,1,0,0,10,39,109,2,0,11,15,5,100,7036,2,2,0,19,13,1,167,0,2,2,1,6,0,3
2013-06-27,"[20,24)",11,2,6.75,0.647058823529412,18,17,5,0,3,2,0,2,0,15,1,0,10,0,0,2,2812,0,0,1,1,0,3,46,0,0,7,0,0,0,1
2013-06-27,"[20,24)",13,2,6.5,0.325,13,11,1,1,0,0,0,2,1,10,0,0,5,1,1,1,543,0,0,1,0,0,4,35,0,0,0,0,0,0,1
2013-06-27,"[20,24)",14,2,6.25,0.733333333333333,25,8,6,8,2,1,0,0,2,22,1,0,11,10,0,11,1288,0,0,1,0,0,5,38,0,0,0,3,0,0,1
2013-06-27,"[20,24)",16,2,7,0.275,13,5,1,5,0,0,3,0,0,12,1,0,15,12,0,7,1432,0,0,0,0,1,4,25,0,0,6,7,6,0,1
2013-06-27,"[20,24)",17,2,1,0.05,2,1,0,0,0,0,0,0,0,2,0,0,2,1,1,1,173,0,0,0,1,2,0,27,0,0,18,0,0,0,1
2013-06-27,"[20,24)",40,2,9,0.6,9,7,2,0,0,0,0,0,0,7,1,1,2,4,2,0,0,0,0,0,0,0,0,20,0,0,2,0,3,0,1
2013-06-28,"[0,4)",1,1,10.4285714285714,0.605042016806723,74,64,0,8,0,0,1,8,19,45,2,0,14,8,0,53,14439,1,0,0,0,0,0,95,4,0,0,1,6,0,1
2013-06-28,"[0,4)",6,1,1,0.0952380952380952,0,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013-06-28,"[0,4)",22,1,14,0.777777777777778,84,79,1,4,0,0,0,0,15,62,7,0,11,14,0,36,8952,0,0,0,0,0,0,0,0,2,0,1,0,2,3
2013-06-28,"[0,4)",35,1,32.5,0.637254901960784,130,111,9,10,0,0,0,5,35,88,2,0,7,15,0,86,7481,1,0,0,177,0,0,0,0,0,1,0,5,0,3
2013-06-28,"[0,4)",11,2,10.3333333333333,0.852941176470588,28,19,8,2,0,0,2,2,0,18,8,0,9,0,0,9,3202,0,0,0,44,0,0,44,0,0,5,0,0,0,3
2013-06-28,"[0,4)",13,2,5.5,0.275,11,10,1,0,0,0,0,2,3,6,0,0,4,4,0,2,663,0,0,0,0,0,0,26,0,0,0,0,0,0,1
2013-06-28,"[0,4)",14,2,5.5,0.666666666666667,22,8,7,5,0,1,1,0,2,15,5,0,6,6,0,14,1498,0,0,0,0,0,0,33,0,0,0,3,0,0,1
2013-06-28,"[0,4)",16,2,5,0.225,8,4,0,5,0,0,1,0,0,7,1,0,8,8,2,8,1613,0,0,1,34,0,1,34,0,0,5,7,6,0,1
2013-06-28,"[0,4)",17,2,1,0.05,3,1,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1
2013-06-28,"[0,4)",40,2,7,0.466666666666667,7,4,0,3,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,0,1
2013-06-28,"[4,8)",1,1,10.5714285714286,0.613445378151261,75,61,0,12,0,0,1,6,26,41,2,0,1,5,0,54,14679,1,0,0,0,0,0,95,4,0,0,1,5,0,1
2013-06-28,"[4,8)",6,1,2,0.19047619047619,0,4,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013-06-28,"[4,8)",22,1,14.6666666666667,0.796296296296296,88,80,1,5,1,1,0,0,15,63,9,1,7,4,0,38,9192,0,0,0,0,0,0,0,0,2,0,1,0,2,3
2013-06-28,"[4,8)",35,1,31.75,0.622549019607843,127,107,11,9,0,0,0,4,35,86,2,0,7,8,1,83,7481,0,0,0,176,0,0,0,0,0,0,0,5,0,3
2013-06-28,"[4,8)",11,2,8.33333333333333,0.735294117647059,24,20,4,1,0,0,0,2,0,14,8,0,4,2,0,12,3352,0,0,0,44,0,0,44,0,0,4,0,0,0,1
2013-06-28,"[4,8)",13,2,4.5,0.225,9,8,1,0,0,0,0,3,2,4,0,0,2,1,0,2,993,0,0,0,0,0,0,26,0,0,1,0,0,0,1
2013-06-28,"[4,8)",14,2,5,0.666666666666667,20,7,8,5,0,0,0,0,2,14,4,0,1,3,0,14,1618,0,0,0,0,0,1,33,0,0,0,3,0,0,1
2013-06-28,"[4,8)",16,2,4.5,0.2,8,3,0,5,0,0,1,0,0,7,1,0,2,4,0,9,1703,1,0,1,34,0,1,34,0,0,5,6,6,0,1
2013-06-28,"[4,8)",17,2,1,0.05,2,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1
2013-06-28,"[4,8)",40,2,9,0.6,9,5,0,4,0,0,0,0,1,6,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,0,1
2013-06-28,"[8,12)",1,1,10.8571428571429,0.613445378151261,76,61,3,9,1,0,2,6,24,43,3,0,8,4,1,54,14949,1,0,2,21,0,2,94,4,0,0,1,5,0,1
